Record No,Programme code,Study Year,Academic Year,Course,Course Type
R4390,10071,1,2022-2023,1242,elective
R4391,10071,1,2022-2023,1210,elective
R4392,10071,1,2022-2023,1160,elective
R4393,10071,1,2022-2023,1108,elective
R4394,10071,1,2022-2023,1083,elective
R4395,10071,1,2023-2024,1107,compulsory
R4396,10071,1,2023-2024,1168,compulsory-elective
R4397,10071,1,2023-2024,1154,compulsory-elective
R4398,10071,1,2023-2024,1125,compulsory-elective
R4399,10071,1,2023-2024,1104,compulsory-elective
R4400,10071,1,2023-2024,1299,elective
R4401,10071,1,2023-2024,1297,elective
R4402,10071,1,2023-2024,1294,elective
R4403,10071,1,2023-2024,1127,elective
R4404,10071,1,2023-2024,1120,elective
R4405,10071,2,2013-2014,1134,compulsory
R4406,10071,2,2013-2014,1114,compulsory
R4407,10071,2,2013-2014,1279,compulsory-elective
R4408,10071,2,2013-2014,1190,compulsory-elective
R4409,10071,2,2013-2014,1116,compulsory-elective
R4410,10071,2,2013-2014,1269,elective
R4411,10071,2,2013-2014,1206,elective
R4412,10071,2,2013-2014,1154,elective
R4413,10071,2,2013-2014,1041,elective
R4414,10071,2,2014-2015,1201,compulsory
R4415,10071,2,2014-2015,1023,compulsory
R4416,10071,2,2014-2015,1280,compulsory-elective
R4417,10071,2,2014-2015,1230,compulsory-elective
R4418,10071,2,2014-2015,1208,compulsory-elective
R4419,10071,2,2014-2015,1153,compulsory-elective
R4420,10071,2,2014-2015,1274,elective
R4421,10071,2,2014-2015,1238,elective
R4422,10071,2,2014-2015,1193,elective
R4423,10071,2,2014-2015,1165,elective
R4424,10071,2,2014-2015,1065,elective
R4425,10071,2,2015-2016,1112,compulsory
R4426,10071,2,2015-2016,1238,compulsory-elective
R4427,10071,2,2015-2016,1188,compulsory-elective
R4428,10071,2,2015-2016,1135,compulsory-elective
R4429,10071,2,2015-2016,1058,compulsory-elective
R4430,10071,2,2015-2016,1198,elective
R4431,10071,2,2015-2016,1158,elective
R4432,10071,2,2015-2016,1100,elective
R4433,10071,2,2015-2016,1081,elective
R4434,10071,2,2015-2016,1078,elective
R4435,10071,2,2016-2017,1267,compulsory
R4436,10071,2,2016-2017,1064,compulsory
R4437,10071,2,2016-2017,1291,compulsory-elective
R4438,10071,2,2016-2017,1277,compulsory-elective
R4439,10071,2,2016-2017,1212,compulsory-elective
R4440,10071,2,2016-2017,1123,compulsory-elective
R4441,10071,2,2016-2017,1220,compulsory-elective
R4442,10071,2,2016-2017,1165,compulsory-elective
R4443,10071,2,2016-2017,1077,compulsory-elective
R4444,10071,2,2016-2017,1056,compulsory-elective
R4445,10071,2,2017-2018,1282,compulsory
R4446,10071,2,2017-2018,1089,compulsory
R4447,10071,2,2017-2018,1297,compulsory-elective
R4448,10071,2,2017-2018,1248,compulsory-elective
R4449,10071,2,2017-2018,1227,compulsory-elective
R4450,10071,2,2017-2018,1037,compulsory-elective
R4451,10071,2,2017-2018,1296,compulsory-elective
R4452,10071,2,2017-2018,1266,compulsory-elective
R4453,10071,2,2017-2018,1201,compulsory-elective
R4454,10071,2,2017-2018,1011,compulsory-elective
R4455,10071,2,2018-2019,1178,compulsory
R4456,10071,2,2018-2019,1033,compulsory
R4457,10071,2,2018-2019,1258,compulsory-elective
R4458,10071,2,2018-2019,1096,compulsory-elective
R4459,10071,2,2018-2019,1065,compulsory-elective
R4460,10071,2,2018-2019,1263,elective
R4461,10071,2,2018-2019,1211,elective
R4462,10071,2,2018-2019,1184,elective
R4463,10071,2,2018-2019,1173,elective
R4464,10071,2,2018-2019,1027,elective
R4465,10071,2,2018-2019,1012,elective
R4466,10071,2,2019-2020,1080,compulsory
R4467,10071,2,2019-2020,1032,compulsory
R4468,10071,2,2019-2020,1282,compulsory-elective
R4469,10071,2,2019-2020,1124,compulsory-elective
R4470,10071,2,2019-2020,1083,compulsory-elective
R4471,10071,2,2019-2020,1026,compulsory-elective
R4472,10071,2,2019-2020,1297,compulsory-elective
R4473,10071,2,2019-2020,1152,compulsory-elective
R4474,10071,2,2019-2020,1028,compulsory-elective
R4475,10071,2,2019-2020,1006,compulsory-elective
R4476,10071,2,2020-2021,1046,compulsory
R4477,10071,2,2020-2021,1271,compulsory-elective
R4478,10071,2,2020-2021,1201,compulsory-elective
R4479,10071,2,2020-2021,1258,elective
R4480,10071,2,2020-2021,1259,elective
R4481,10071,2,2020-2021,1241,elective
R4482,10071,2,2020-2021,1038,elective
R4483,10071,2,2020-2021,1022,elective
R4484,10071,2,2021-2022,1043,compulsory
R4485,10071,2,2021-2022,1264,compulsory-elective
R4486,10071,2,2021-2022,1041,compulsory-elective
R4487,10071,2,2021-2022,1037,compulsory-elective
R4488,10071,2,2021-2022,1270,elective
R4489,10071,2,2021-2022,1254,elective
R4490,10071,2,2021-2022,1232,elective
R4491,10071,2,2021-2022,1032,elective
R4492,10071,2,2022-2023,1177,compulsory
R4493,10071,2,2022-2023,1262,compulsory-elective
R4494,10071,2,2022-2023,1242,compulsory-elective
R4495,10071,2,2022-2023,1104,compulsory-elective
R4496,10071,2,2022-2023,1263,elective
R4497,10071,2,2022-2023,1226,elective
R4498,10071,2,2022-2023,1158,elective
R4499,10071,2,2022-2023,1037,elective
R4500,10071,2,2022-2023,1011,elective
R4501,10071,2,2023-2024,1155,compulsory
R4502,10071,2,2023-2024,1034,compulsory
R4503,10071,2,2023-2024,1273,compulsory-elective
R4504,10071,2,2023-2024,1220,compulsory-elective
R4505,10071,2,2023-2024,1099,compulsory-elective
R4506,10071,2,2023-2024,1080,compulsory-elective
R4507,10071,2,2023-2024,1283,compulsory-elective
R4508,10071,2,2023-2024,1189,compulsory-elective
R4509,10071,2,2023-2024,1092,compulsory-elective
R4510,10071,2,2023-2024,1005,compulsory-elective
R4511,10071,3,2013-2014,1218,compulsory
R4512,10071,3,2013-2014,1287,compulsory-elective
R4513,10071,3,2013-2014,1212,compulsory-elective
R4514,10071,3,2013-2014,1077,compulsory-elective
R4515,10071,3,2013-2014,1070,compulsory-elective
R4516,10071,3,2013-2014,1224,elective
R4517,10071,3,2013-2014,1153,elective
R4518,10071,3,2013-2014,1119,elective
R4519,10071,3,2013-2014,1111,elective
R4520,10071,3,2013-2014,1086,elective
R4521,10071,3,2013-2014,1080,elective
R4522,10071,3,2014-2015,1290,compulsory
R4523,10071,3,2014-2015,1189,compulsory-elective
R4524,10071,3,2014-2015,1096,compulsory-elective
R4525,10071,3,2014-2015,1297,elective
R4526,10071,3,2014-2015,1174,elective
R4527,10071,3,2014-2015,1168,elective
R4528,10071,3,2014-2015,1113,elective
R4529,10071,3,2014-2015,1053,elective
R4530,10071,3,2015-2016,1136,compulsory
R4531,10071,3,2015-2016,1226,compulsory-elective
R4532,10071,3,2015-2016,1218,compulsory-elective
R4533,10071,3,2015-2016,1165,compulsory-elective
R4534,10071,3,2015-2016,1083,compulsory-elective
R4535,10071,3,2015-2016,1291,elective
R4536,10071,3,2015-2016,1245,elective
R4537,10071,3,2015-2016,1158,elective
R4538,10071,3,2015-2016,1134,elective
R4539,10071,3,2015-2016,1121,elective
R4540,10071,3,2015-2016,1112,elective
R4541,10071,3,2016-2017,1118,compulsory
R4542,10071,3,2016-2017,1128,compulsory-elective
R4543,10071,3,2016-2017,1054,compulsory-elective
R4544,10071,3,2016-2017,1243,elective
R4545,10071,3,2016-2017,1215,elective
R4546,10071,3,2016-2017,1061,elective
R4547,10071,3,2016-2017,1040,elective
R4548,10071,3,2017-2018,1258,compulsory
R4549,10071,3,2017-2018,1172,compulsory
R4550,10071,3,2017-2018,1283,compulsory
R4551,10071,3,2017-2018,1278,compulsory
R4552,10071,3,2017-2018,1156,elective
R4553,10071,3,2017-2018,1107,elective
R4554,10071,3,2017-2018,1082,elective
R4555,10071,3,2017-2018,1057,elective
R4556,10071,3,2017-2018,1036,elective
R4557,10071,3,2018-2019,1144,compulsory
R4558,10071,3,2018-2019,1249,compulsory-elective
R4559,10071,3,2018-2019,1246,compulsory-elective
R4560,10071,3,2018-2019,1094,compulsory-elective
R4561,10071,3,2018-2019,1028,compulsory-elective
R4562,10071,3,2018-2019,1268,elective
R4563,10071,3,2018-2019,1179,elective
R4564,10071,3,2018-2019,1170,elective
R4565,10071,3,2018-2019,1158,elective
R4566,10071,3,2018-2019,1062,elective
R4567,10071,3,2019-2020,1194,compulsory
R4568,10071,3,2019-2020,1250,compulsory-elective
R4569,10071,3,2019-2020,1241,compulsory-elective
R4570,10071,3,2019-2020,1222,compulsory-elective
R4571,10071,3,2019-2020,1159,compulsory-elective
R4572,10071,3,2019-2020,1259,elective
R4573,10071,3,2019-2020,1244,elective
R4574,10071,3,2019-2020,1238,elective
R4575,10071,3,2019-2020,1203,elective
R4576,10071,3,2019-2020,1054,elective
R4577,10071,3,2019-2020,1016,elective
R4578,10071,3,2020-2021,1206,compulsory
R4579,10071,3,2020-2021,1004,compulsory
R4580,10071,3,2020-2021,1268,compulsory-elective
R4581,10071,3,2020-2021,1193,compulsory-elective
R4582,10071,3,2020-2021,1141,compulsory-elective
R4583,10071,3,2020-2021,1028,compulsory-elective
R4584,10071,3,2020-2021,1235,elective
R4585,10071,3,2020-2021,1185,elective
R4586,10071,3,2020-2021,1173,elective
R4587,10071,3,2020-2021,1103,elective
R4588,10071,3,2020-2021,1010,elective
R4589,10071,3,2021-2022,1159,compulsory
R4590,10071,3,2021-2022,1294,compulsory-elective
R4591,10071,3,2021-2022,1281,compulsory-elective
R4592,10071,3,2021-2022,1137,compulsory-elective
R4593,10071,3,2021-2022,1098,compulsory-elective
R4594,10071,3,2021-2022,1285,elective
R4595,10071,3,2021-2022,1223,elective
R4596,10071,3,2021-2022,1207,elective
R4597,10071,3,2021-2022,1160,elective
R4598,10071,3,2021-2022,1104,elective
R4599,10071,3,2021-2022,1044,elective
R4600,10071,3,2022-2023,1043,compulsory
R4601,10071,3,2022-2023,1217,compulsory-elective
R4602,10071,3,2022-2023,1088,compulsory-elective
R4603,10071,3,2022-2023,1250,elective
R4604,10071,3,2022-2023,1222,elective
R4605,10071,3,2022-2023,1127,elective
R4606,10071,3,2022-2023,1099,elective
R4607,10071,3,2022-2023,1092,elective
R4608,10071,3,2023-2024,1035,compulsory
R4609,10071,3,2023-2024,1297,compulsory-elective
R4610,10071,3,2023-2024,1222,compulsory-elective
R4611,10071,3,2023-2024,1146,compulsory-elective
R4612,10071,3,2023-2024,1239,elective
R4613,10071,3,2023-2024,1092,elective
R4614,10071,3,2023-2024,1088,elective
R4615,10071,3,2023-2024,1050,elective
R4616,10071,3,2023-2024,1030,elective
R4617,10071,3,2023-2024,1014,elective
R4618,10072,1,2013-2014,1182,compulsory
R4619,10072,1,2013-2014,1004,compulsory
R4620,10072,1,2013-2014,1262,compulsory-elective
R4621,10072,1,2013-2014,1159,compulsory-elective
R4622,10072,1,2013-2014,1104,compulsory-elective
R4623,10072,1,2013-2014,1228,elective
R4624,10072,1,2013-2014,1215,elective
R4625,10072,1,2013-2014,1191,elective
R4626,10072,1,2013-2014,1095,elective
R4627,10072,1,2013-2014,1030,elective
R4628,10072,1,2014-2015,1272,compulsory
R4629,10072,1,2014-2015,1088,compulsory
R4630,10072,1,2014-2015,1227,compulsory
R4631,10072,1,2014-2015,1146,compulsory
R4632,10072,1,2014-2015,1242,elective
R4633,10072,1,2014-2015,1197,elective
R4634,10072,1,2014-2015,1180,elective
R4635,10072,1,2014-2015,1148,elective
R4636,10072,1,2014-2015,1143,elective
R4637,10072,1,2014-2015,1119,elective
R4638,10072,1,2015-2016,1140,compulsory
R4639,10072,1,2015-2016,1136,compulsory
R4640,10072,1,2015-2016,1262,compulsory-elective
R4641,10072,1,2015-2016,1252,compulsory-elective
R4642,10072,1,2015-2016,1160,compulsory-elective
R4643,10072,1,2015-2016,1072,compulsory-elective
R4644,10072,1,2015-2016,1268,elective
R4645,10072,1,2015-2016,1192,elective
R4646,10072,1,2015-2016,1133,elective
R4647,10072,1,2015-2016,1104,elective
R4648,10072,1,2015-2016,1083,elective
R4649,10072,1,2015-2016,1032,elective
R4650,10072,1,2016-2017,1107,compulsory
R4651,10072,1,2016-2017,1030,compulsory
R4652,10072,1,2016-2017,1114,compulsory
R4653,10072,1,2016-2017,1090,compulsory
R4654,10072,1,2016-2017,1239,elective
R4655,10072,1,2016-2017,1218,elective
R4656,10072,1,2016-2017,1210,elective
R4657,10072,1,2016-2017,1132,elective
R4658,10072,1,2017-2018,1141,compulsory
R4659,10072,1,2017-2018,1123,compulsory-elective
R4660,10072,1,2017-2018,1092,compulsory-elective
R4661,10072,1,2017-2018,1074,compulsory-elective
R4662,10072,1,2017-2018,1025,compulsory-elective
R4663,10072,1,2017-2018,1296,elective
R4664,10072,1,2017-2018,1159,elective
R4665,10072,1,2017-2018,1151,elective
R4666,10072,1,2017-2018,1122,elective
R4667,10072,1,2017-2018,1071,elective
R4668,10072,1,2017-2018,1031,elective
R4669,10072,1,2018-2019,1083,compulsory
R4670,10072,1,2018-2019,1281,compulsory-elective
R4671,10072,1,2018-2019,1061,compulsory-elective
R4672,10072,1,2018-2019,1220,elective
R4673,10072,1,2018-2019,1201,elective
R4674,10072,1,2018-2019,1199,elective
R4675,10072,1,2018-2019,1124,elective
R4676,10072,1,2018-2019,1076,elective
R4677,10072,1,2018-2019,1056,elective
R4678,10072,1,2019-2020,1271,compulsory
R4679,10072,1,2019-2020,1136,compulsory
R4680,10072,1,2019-2020,1253,compulsory
R4681,10072,1,2019-2020,1237,compulsory
R4682,10072,1,2019-2020,1221,elective
R4683,10072,1,2019-2020,1203,elective
R4684,10072,1,2019-2020,1086,elective
R4685,10072,1,2019-2020,1007,elective
R4686,10072,1,2020-2021,1150,compulsory
R4687,10072,1,2020-2021,1258,compulsory-elective
R4688,10072,1,2020-2021,1137,compulsory-elective
R4689,10072,1,2020-2021,1228,elective
R4690,10072,1,2020-2021,1226,elective
R4691,10072,1,2020-2021,1185,elective
R4692,10072,1,2020-2021,1178,elective
R4693,10072,1,2021-2022,1232,compulsory
R4694,10072,1,2021-2022,1068,compulsory
R4695,10072,1,2021-2022,1282,compulsory-elective
R4696,10072,1,2021-2022,1160,compulsory-elective
R4697,10072,1,2021-2022,1032,compulsory-elective
R4698,10072,1,2021-2022,1022,compulsory-elective
R4699,10072,1,2021-2022,1286,elective
R4700,10072,1,2021-2022,1278,elective
R4701,10072,1,2021-2022,1239,elective
R4702,10072,1,2021-2022,1212,elective
R4703,10072,1,2021-2022,1199,elective
R4704,10072,1,2022-2023,1296,compulsory
R4705,10072,1,2022-2023,1053,compulsory
R4706,10072,1,2022-2023,1245,compulsory-elective
R4707,10072,1,2022-2023,1238,compulsory-elective
R4708,10072,1,2022-2023,1170,compulsory-elective
R4709,10072,1,2022-2023,1288,elective
R4710,10072,1,2022-2023,1246,elective
R4711,10072,1,2022-2023,1186,elective
R4712,10072,1,2022-2023,1102,elective
R4713,10072,1,2022-2023,1093,elective
R4714,10072,1,2022-2023,1058,elective
R4715,10072,1,2023-2024,1034,compulsory
R4716,10072,1,2023-2024,1295,compulsory-elective
R4717,10072,1,2023-2024,1279,compulsory-elective
R4718,10072,1,2023-2024,1190,compulsory-elective
R4719,10072,1,2023-2024,1026,compulsory-elective
R4720,10072,1,2023-2024,1247,elective
R4721,10072,1,2023-2024,1194,elective
R4722,10072,1,2023-2024,1131,elective
R4723,10072,1,2023-2024,1121,elective
R4724,10072,1,2023-2024,1051,elective
R4725,10072,1,2023-2024,1003,elective
R4726,10072,2,2013-2014,1266,compulsory
R4727,10072,2,2013-2014,1017,compulsory
R4728,10072,2,2013-2014,1222,compulsory-elective
R4729,10072,2,2013-2014,1117,compulsory-elective
R4730,10072,2,2013-2014,1072,compulsory-elective
R4731,10072,2,2013-2014,1204,elective
R4732,10072,2,2013-2014,1137,elective
R4733,10072,2,2013-2014,1121,elective
R4734,10072,2,2013-2014,1122,elective
R4735,10072,2,2013-2014,1113,elective
R4736,10072,2,2013-2014,1073,elective
R4737,10072,2,2014-2015,1032,compulsory
R4738,10072,2,2014-2015,1201,compulsory-elective
R4739,10072,2,2014-2015,1149,compulsory-elective
R4740,10072,2,2014-2015,1097,compulsory-elective
R4741,10072,2,2014-2015,1258,elective
R4742,10072,2,2014-2015,1214,elective
R4743,10072,2,2014-2015,1145,elective
R4744,10072,2,2014-2015,1096,elective
R4745,10072,2,2015-2016,1153,compulsory
R4746,10072,2,2015-2016,1290,compulsory-elective
R4747,10072,2,2015-2016,1270,compulsory-elective
R4748,10072,2,2015-2016,1152,compulsory-elective
R4749,10072,2,2015-2016,1095,compulsory-elective
R4750,10072,2,2015-2016,1177,compulsory-elective
R4751,10072,2,2015-2016,1114,compulsory-elective
R4752,10072,2,2015-2016,1059,compulsory-elective
R4753,10072,2,2015-2016,1025,compulsory-elective
R4754,10072,2,2016-2017,1290,compulsory
R4755,10072,2,2016-2017,1123,compulsory-elective
R4756,10072,2,2016-2017,1049,compulsory-elective
R4757,10072,2,2016-2017,1030,compulsory-elective
R4758,10072,2,2016-2017,1214,elective
R4759,10072,2,2016-2017,1192,elective
R4760,10072,2,2016-2017,1068,elective
R4761,10072,2,2016-2017,1038,elective
R4762,10072,2,2016-2017,1023,elective
R4763,10072,2,2017-2018,1211,compulsory
R4764,10072,2,2017-2018,1151,compulsory
R4765,10072,2,2017-2018,1271,compulsory-elective
R4766,10072,2,2017-2018,1210,compulsory-elective
R4767,10072,2,2017-2018,1067,compulsory-elective
R4768,10072,2,2017-2018,1048,compulsory-elective
R4769,10072,2,2017-2018,1161,elective
R4770,10072,2,2017-2018,1134,elective
R4771,10072,2,2017-2018,1129,elective
R4772,10072,2,2017-2018,1112,elective
R4773,10072,2,2017-2018,1004,elective
R4774,10072,2,2018-2019,1151,compulsory
R4775,10072,2,2018-2019,1089,compulsory
R4776,10072,2,2018-2019,1271,compulsory-elective
R4777,10072,2,2018-2019,1242,compulsory-elective
R4778,10072,2,2018-2019,1206,compulsory-elective
R4779,10072,2,2018-2019,1160,compulsory-elective
R4780,10072,2,2018-2019,1245,elective
R4781,10072,2,2018-2019,1207,elective
R4782,10072,2,2018-2019,1197,elective
R4783,10072,2,2018-2019,1187,elective
R4784,10072,2,2018-2019,1143,elective
R4785,10072,2,2018-2019,1124,elective
R4786,10072,2,2019-2020,1250,compulsory
R4787,10072,2,2019-2020,1024,compulsory
R4788,10072,2,2019-2020,1284,compulsory-elective
R4789,10072,2,2019-2020,1179,compulsory-elective
R4790,10072,2,2019-2020,1004,compulsory-elective
R4791,10072,2,2019-2020,1237,elective
R4792,10072,2,2019-2020,1164,elective
R4793,10072,2,2019-2020,1153,elective
R4794,10072,2,2019-2020,1130,elective
R4795,10072,2,2019-2020,1056,elective
R4796,10072,2,2019-2020,1037,elective
R4797,10072,2,2020-2021,1220,compulsory
R4798,10072,2,2020-2021,1175,compulsory
R4799,10072,2,2020-2021,1278,compulsory-elective
R4800,10072,2,2020-2021,1126,compulsory-elective
R4801,10072,2,2020-2021,1121,compulsory-elective
R4802,10072,2,2020-2021,1284,elective
R4803,10072,2,2020-2021,1252,elective
R4804,10072,2,2020-2021,1123,elective
R4805,10072,2,2020-2021,1109,elective
R4806,10072,2,2020-2021,1063,elective
R4807,10072,2,2020-2021,1046,elective
R4808,10072,2,2021-2022,1163,compulsory
R4809,10072,2,2021-2022,1275,compulsory-elective
R4810,10072,2,2021-2022,1156,compulsory-elective
R4811,10072,2,2021-2022,1069,compulsory-elective
R4812,10072,2,2021-2022,1205,elective
R4813,10072,2,2021-2022,1142,elective
R4814,10072,2,2021-2022,1101,elective
R4815,10072,2,2021-2022,1070,elective
R4816,10072,2,2022-2023,1058,compulsory
R4817,10072,2,2022-2023,1206,compulsory-elective
R4818,10072,2,2022-2023,1176,compulsory-elective
R4819,10072,2,2022-2023,1083,compulsory-elective
R4820,10072,2,2022-2023,1267,elective
R4821,10072,2,2022-2023,1181,elective
R4822,10072,2,2022-2023,1144,elective
R4823,10072,2,2022-2023,1063,elective
R4824,10072,2,2022-2023,1019,elective
R4825,10072,2,2022-2023,1010,elective
R4826,10072,2,2023-2024,1261,compulsory
R4827,10072,2,2023-2024,1196,compulsory-elective
R4828,10072,2,2023-2024,1183,compulsory-elective
R4829,10072,2,2023-2024,1119,compulsory-elective
R4830,10072,2,2023-2024,1286,elective
R4831,10072,2,2023-2024,1185,elective
R4832,10072,2,2023-2024,1093,elective
R4833,10072,2,2023-2024,1088,elective
R4834,10072,3,2013-2014,1240,compulsory
R4835,10072,3,2013-2014,1138,compulsory-elective
R4836,10072,3,2013-2014,1118,compulsory-elective
R4837,10072,3,2013-2014,1260,elective
R4838,10072,3,2013-2014,1243,elective
R4839,10072,3,2013-2014,1114,elective
R4840,10072,3,2013-2014,1045,elective
R4841,10072,3,2014-2015,1042,compulsory
R4842,10072,3,2014-2015,1204,compulsory-elective
R4843,10072,3,2014-2015,1145,compulsory-elective
R4844,10072,3,2014-2015,1081,compulsory-elective
R4845,10072,3,2014-2015,1017,compulsory-elective
R4846,10072,3,2014-2015,1295,elective
R4847,10072,3,2014-2015,1267,elective
R4848,10072,3,2014-2015,1219,elective
R4849,10072,3,2014-2015,1091,elective
R4850,10072,3,2014-2015,1043,elective
R4851,10072,3,2014-2015,1041,elective
R4852,10072,3,2015-2016,1160,compulsory
R4853,10072,3,2015-2016,1297,compulsory-elective
R4854,10072,3,2015-2016,1294,compulsory-elective
R4855,10072,3,2015-2016,1279,compulsory-elective
R4856,10072,3,2015-2016,1272,elective
R4857,10072,3,2015-2016,1206,elective
R4858,10072,3,2015-2016,1194,elective
R4859,10072,3,2015-2016,1135,elective
R4860,10072,3,2015-2016,1092,elective
R4861,10072,3,2016-2017,1233,compulsory
R4862,10072,3,2016-2017,1242,compulsory-elective
R4863,10072,3,2016-2017,1082,compulsory-elective
R4864,10072,3,2016-2017,1252,elective
R4865,10072,3,2016-2017,1224,elective
R4866,10072,3,2016-2017,1104,elective
R4867,10072,3,2016-2017,1098,elective
R4868,10072,3,2016-2017,1087,elective
R4869,10072,3,2016-2017,1042,elective
R4870,10072,3,2017-2018,1026,compulsory
R4871,10072,3,2017-2018,1209,compulsory-elective
R4872,10072,3,2017-2018,1201,compulsory-elective
R4873,10072,3,2017-2018,1014,compulsory-elective
R4874,10072,3,2017-2018,1266,elective
R4875,10072,3,2017-2018,1103,elective
R4876,10072,3,2017-2018,1073,elective
R4877,10072,3,2017-2018,1037,elective
R4878,10072,3,2018-2019,1109,compulsory
R4879,10072,3,2018-2019,1195,compulsory-elective
R4880,10072,3,2018-2019,1070,compulsory-elective
R4881,10072,3,2018-2019,1101,elective
R4882,10072,3,2018-2019,1085,elective
R4883,10072,3,2018-2019,1057,elective
R4884,10072,3,2018-2019,1024,elective
R4885,10072,3,2019-2020,1101,compulsory
R4886,10072,3,2019-2020,1297,compulsory-elective
R4887,10072,3,2019-2020,1276,compulsory-elective
R4888,10072,3,2019-2020,1203,compulsory-elective
R4889,10072,3,2019-2020,1122,compulsory-elective
R4890,10072,3,2019-2020,1248,elective
R4891,10072,3,2019-2020,1180,elective
R4892,10072,3,2019-2020,1177,elective
R4893,10072,3,2019-2020,1164,elective
R4894,10072,3,2019-2020,1129,elective
R4895,10072,3,2019-2020,1094,elective
R4896,10072,3,2020-2021,1180,compulsory
R4897,10072,3,2020-2021,1101,compulsory-elective
R4898,10072,3,2020-2021,1035,compulsory-elective
R4899,10072,3,2020-2021,1032,compulsory-elective
R4900,10072,3,2020-2021,1276,elective
R4901,10072,3,2020-2021,1267,elective
R4902,10072,3,2020-2021,1259,elective
R4903,10072,3,2020-2021,1105,elective
R4904,10072,3,2020-2021,1100,elective
R4905,10072,3,2020-2021,1008,elective
R4906,10072,3,2021-2022,1234,compulsory
R4907,10072,3,2021-2022,1053,compulsory
R4908,10072,3,2021-2022,1250,compulsory-elective
R4909,10072,3,2021-2022,1222,compulsory-elective
R4910,10072,3,2021-2022,1215,compulsory-elective
R4911,10072,3,2021-2022,1211,compulsory-elective
R4912,10072,3,2021-2022,1179,elective
R4913,10072,3,2021-2022,1155,elective
R4914,10072,3,2021-2022,1136,elective
R4915,10072,3,2021-2022,1135,elective
R4916,10072,3,2021-2022,1110,elective
R4917,10072,3,2021-2022,1014,elective
R4918,10072,3,2022-2023,1241,compulsory
R4919,10072,3,2022-2023,1211,compulsory-elective
R4920,10072,3,2022-2023,1071,compulsory-elective
R4921,10072,3,2022-2023,1063,compulsory-elective
R4922,10072,3,2022-2023,1266,elective
R4923,10072,3,2022-2023,1249,elective
R4924,10072,3,2022-2023,1225,elective
R4925,10072,3,2022-2023,1208,elective
R4926,10072,3,2022-2023,1115,elective
R4927,10072,3,2023-2024,1109,compulsory
R4928,10072,3,2023-2024,1218,compulsory-elective
R4929,10072,3,2023-2024,1104,compulsory-elective
R4930,10072,3,2023-2024,1084,compulsory-elective
R4931,10072,3,2023-2024,1250,elective
R4932,10072,3,2023-2024,1132,elective
R4933,10072,3,2023-2024,1125,elective
R4934,10072,3,2023-2024,1126,elective
R4935,10072,3,2023-2024,1121,elective
R4936,10073,1,2013-2014,1240,compulsory
R4937,10073,1,2013-2014,1036,compulsory
R4938,10073,1,2013-2014,1235,compulsory
R4939,10073,1,2013-2014,1098,compulsory
R4940,10073,1,2013-2014,1256,elective
R4941,10073,1,2013-2014,1206,elective
R4942,10073,1,2013-2014,1196,elective
R4943,10073,1,2013-2014,1129,elective
R4944,10073,1,2013-2014,1022,elective
R4945,10073,1,2013-2014,1008,elective
R4946,10073,1,2014-2015,1221,compulsory
R4947,10073,1,2014-2015,1245,compulsory-elective
R4948,10073,1,2014-2015,1192,compulsory-elective
R4949,10073,1,2014-2015,1137,compulsory-elective
R4950,10073,1,2014-2015,1044,compulsory-elective
R4951,10073,1,2014-2015,1178,compulsory-elective
R4952,10073,1,2014-2015,1165,compulsory-elective
R4953,10073,1,2014-2015,1112,compulsory-elective
R4954,10073,1,2014-2015,1052,compulsory-elective
R4955,10073,1,2015-2016,1237,compulsory
R4956,10073,1,2015-2016,1225,compulsory
R4957,10073,1,2015-2016,1269,compulsory-elective
R4958,10073,1,2015-2016,1248,compulsory-elective
R4959,10073,1,2015-2016,1228,compulsory-elective
R4960,10073,1,2015-2016,1157,compulsory-elective
R4961,10073,1,2015-2016,1293,compulsory-elective
R4962,10073,1,2015-2016,1272,compulsory-elective
R4963,10073,1,2015-2016,1093,compulsory-elective
R4964,10073,1,2015-2016,1065,compulsory-elective
R4965,10073,1,2016-2017,1229,compulsory
R4966,10073,1,2016-2017,1205,compulsory
R4967,10073,1,2016-2017,1194,compulsory-elective
R4968,10073,1,2016-2017,1175,compulsory-elective
R4969,10073,1,2016-2017,1035,compulsory-elective
R4970,10073,1,2016-2017,1266,elective
R4971,10073,1,2016-2017,1176,elective
R4972,10073,1,2016-2017,1161,elective
R4973,10073,1,2016-2017,1017,elective
R4974,10073,1,2017-2018,1168,compulsory
R4975,10073,1,2017-2018,1122,compulsory
R4976,10073,1,2017-2018,1247,compulsory-elective
R4977,10073,1,2017-2018,1068,compulsory-elective
R4978,10073,1,2017-2018,1065,compulsory-elective
R4979,10073,1,2017-2018,1186,elective
R4980,10073,1,2017-2018,1119,elective
R4981,10073,1,2017-2018,1061,elective
R4982,10073,1,2017-2018,1038,elective
R4983,10073,1,2018-2019,1151,compulsory
R4984,10073,1,2018-2019,1096,compulsory
R4985,10073,1,2018-2019,1132,compulsory
R4986,10073,1,2018-2019,1033,compulsory
R4987,10073,1,2018-2019,1202,elective
R4988,10073,1,2018-2019,1137,elective
R4989,10073,1,2018-2019,1127,elective
R4990,10073,1,2018-2019,1009,elective
R4991,10073,1,2019-2020,1260,compulsory
R4992,10073,1,2019-2020,1150,compulsory-elective
R4993,10073,1,2019-2020,1135,compulsory-elective
